Speech Duration,Pitch,Speech Rate,Jitter,Shimmer,MFCCs,Mood,Sentiment Score,Speaker ID,Age Group,Gender,Language
9.76,164.16,94,0.012,0.015,"[-6.45, -6.677, -1.198, 1.802, 5.78, -1.423, 9.672, 6.957, -0.278, -6.0, 9.207, -3.162, -3.059]",Confused,-0.02,9359f5a9-5fde-47f9-923f-5de075fb7930,Senior,Female,English
9.33,203.36,205,0.096,0.04,"[-5.432, 0.233, 8.435, 3.48, -1.689, -0.751, -9.024, -9.086, -0.889, -7.27, 8.249, 3.81, -2.241]",Excited,0.88,c50a47bd-b111-4d4a-9f27-906880e62c9a,Adult,Male,English
7.91,262.98,170,0.033,0.073,"[-4.149, -5.614, 3.725, -3.145, -2.5, 9.824, -9.843, 3.452, 3.165, 3.34, -8.969, -1.528, -6.47]",Surprised,0.45,52a21c7d-2718-4c2f-b114-01011885af3f,Adult,Female,English
6.1,267.3,157,0.098,0.04,"[0.052, -5.365, 4.331, 0.488, -3.549, 4.262, -6.598, -5.53, 2.805, 4.763, 7.971, 8.499, 0.244]",Surprised,0.38,31246e1e-2fd3-4a92-a384-0b0f28ff9613,Senior,Female,English
12.28,186.89,113,0.066,0.071,"[-0.41, 0.614, 3.668, 7.357, 2.882, 7.564, -7.181, 5.691, -3.986, -3.177, 4.659, 8.055, -6.037]",Confused,-0.22,123c0c3a-ed53-4499-b8be-bd8db0517cde,Senior,Male,English
11.17,124.8,59,0.086,0.079,"[-3.293, 6.826, 1.737, -0.86, -7.707, 9.414, -2.427, 0.413, -8.09, -9.732, -1.019, -2.032, 5.305]",Bored,-0.04,ce50bb8b-33e5-4acb-a4b7-2e40c8eff7f8,Senior,Male,English
9.61,263.43,160,0.039,0.015,"[-7.449, 3.358, -7.327, 2.027, -2.334, -2.283, 5.483, 5.68, 5.134, 9.83, 9.781, 0.002, -3.724]",Angry,-0.77,7045c06d-cc2e-4fba-a039-debff2622217,Senior,Male,English
18.3,136.9,87,0.059,0.094,"[-0.942, -7.364, -6.821, 5.302, -7.518, -4.408, -9.638, 0.895, 2.693, 5.783, -8.39, -5.538, -6.059]",Sad,-0.54,27df00c9-6d1e-4c72-9a29-5c8e2925bff2,Adult,Male,English
14.84,269.12,143,0.019,0.029,"[1.894, -1.094, 8.601, 7.84, -7.801, -2.411, 2.818, 3.319, 0.828, 3.828, 1.995, -9.957, 6.862]",Fearful,-0.58,bf4fae82-34b3-43a1-a874-9026108f1420,Senior,Male,English
13.95,118.01,85,0.053,0.022,"[2.116, -1.723, 4.595, -9.445, 2.851, 0.044, -9.538, -2.462, 7.427, -3.223, -5.408, -5.165, -4.275]",Sad,-0.3,a99b6bc0-3087-4245-9d96-7a2c4fb9c909,Senior,Male,English
11.48,146.48,67,0.013,0.033,"[-5.174, -8.393, -2.989, 9.599, -7.62, -2.259, -0.227, -0.422, 3.471, 9.502, -3.961, 2.136, 5.787]",Bored,-0.08,cafe9524-eb82-4e3d-b559-f8648a3abb63,Adult,Female,English
11.17,127.24,65,0.074,0.051,"[7.939, -1.662, -5.68, -9.418, 0.339, 2.778, 6.768, 6.681, -9.247, -3.628, 3.668, 0.917, 6.401]",Sad,-0.4,332082b6-a135-4c8b-917c-ad545353ae0f,Senior,Female,English
8.23,149.99,115,0.011,0.063,"[-4.77, 7.133, 9.156, 0.944, 8.055, 0.035, -9.532, 2.002, 4.55, -2.036, 5.118, 7.303, 0.488]",Neutral,0.0,5bd5feb3-74a9-4479-b811-75ce2e785a55,Adult,Male,English
11.23,179.91,112,0.041,0.048,"[-8.51, 5.926, -9.922, 5.898, 3.364, -8.594, 3.993, 4.304, 3.623, -5.034, -7.548, 6.986, -1.859]",Neutral,0.0,e9452d41-71cc-4654-969d-3b64695a5070,Adult,Male,English
9.51,161.51,97,0.044,0.08,"[-8.689, 7.093, -2.063, -6.269, -9.278, 3.902, -7.643, 6.358, -9.706, 1.586, -4.11, 1.816, -2.81]",Neutral,0.0,7867f036-cec5-4771-b2e0-417079b90fc0,Adult,Female,English
10.78,142.78,52,0.099,0.071,"[-4.335, -9.918, 4.627, -2.903, 8.807, -3.074, 3.494, -0.513, -2.832, -2.485, -5.349, -4.36, 7.832]",Bored,-0.12,0039dbd5-5531-4b50-a2e2-6826b6f2012f,Adult,Female,English
5.26,267.79,163,0.031,0.027,"[6.148, -0.581, -5.38, 8.865, -4.834, 5.985, 6.469, 0.462, 0.887, -0.518, -7.168, 1.452, -0.04]",Angry,-0.85,7792dbb3-f145-471d-a79a-1d2a14c997ef,Senior,Female,English
11.85,334.4,145,0.091,0.011,"[-0.116, -5.384, 8.939, -8.08, 2.768, -6.171, 7.287, -3.094, 5.187, -5.339, -0.236, 1.488, -0.06]",Angry,-0.65,d179e450-8a52-4d6e-b53f-0439191d1dc3,Adult,Male,English
12.95,201.28,153,0.097,0.064,"[-0.007, -8.708, 1.499, 9.361, 6.907, -4.198, -7.291, -1.491, -3.031, -3.627, -0.051, -6.319, 6.415]",Fearful,-0.49,15585113-f0c6-4b7d-9515-2150d645163b,Child,Female,English
11.67,105.69,55,0.079,0.02,"[-1.102, -7.308, 7.141, 5.774, -0.268, -3.816, -2.81, 4.314, -2.118, 5.768, -9.114, 3.199, -7.319]",Sad,-0.36,d7c29ecd-3c2c-454c-aee5-825597e7ad28,Senior,Male,English
14.14,200.88,78,0.024,0.086,"[5.233, 9.445, -9.911, 9.366, 1.604, -2.975, 6.374, -7.86, 9.759, -4.54, 2.202, -8.181, 5.965]",Confused,-0.03,1dfc76b5-c238-47bb-9c4d-331f6a92e6a9,Child,Male,English
14.45,161.96,129,0.067,0.04,"[3.002, -6.556, -8.273, -0.099, -5.741, 4.374, -4.1, -2.228, -1.583, 9.283, -4.258, -8.399, 8.518]",Neutral,0.0,cbeb7634-7d10-48d6-9e31-d6ceacee90cd,Child,Female,English
11.89,174.06,91,0.034,0.085,"[4.12, 8.214, -5.553, 8.161, -1.571, -6.791, 0.391, -7.2, -7.106, 8.014, 4.564, -1.557, -2.661]",Calm,0.11,8ab2ea6b-7db1-4e13-ad97-18fc79cbba1d,Child,Male,English
13.29,146.64,111,0.065,0.063,"[-0.673, 4.033, -5.997, -1.042, -7.714, 4.967, 6.524, 3.268, 6.096, 4.179, 1.342, 4.673, -3.271]",Calm,0.12,f3228bb1-07bb-4960-9067-3c21d7b930e1,Adult,Male,English
17.92,151.53,129,0.069,0.06,"[5.768, -1.985, 6.778, 1.654, -9.025, -4.741, -9.829, -2.461, 4.722, -6.288, -2.063, -0.941, 8.218]",Calm,0.03,4a9c2d4f-beda-4b12-aee6-c745faa81283,Adult,Female,English
10.8,217.0,163,0.071,0.048,"[6.783, -9.006, -1.201, 5.091, 1.615, 7.795, -2.738, 5.698, -1.676, 4.122, 0.816, 0.143, -4.415]",Excited,0.65,7597c33c-0573-4e65-b1d6-2a837b55ee61,Senior,Female,English
11.86,174.34,124,0.053,0.013,"[-8.55, 4.852, -6.445, -2.462, -5.737, -8.284, -1.887, -3.949, 8.227, 3.015, -4.367, -1.72, 6.908]",Calm,0.01,7f019584-0297-4835-9f38-d1be21d0efdb,Adult,Female,English
7.72,237.69,178,0.077,0.08,"[9.785, -5.572, 2.812, 5.14, 8.07, -8.403, 4.96, 2.874, 3.891, 5.182, -8.34, 0.089, -6.977]",Happy,0.37,e3eeeb7e-2ede-493b-b70a-862ebf69ce05,Child,Male,English
14.01,221.33,136,0.075,0.098,"[6.435, -9.751, -3.235, 3.267, -1.071, 3.605, 2.718, 5.05, -3.745, 8.027, 6.76, 9.712, 2.211]",Fearful,-0.37,c2cd96a5-395d-4d40-bd22-c8f4b0f190d7,Adult,Male,English
10.32,122.69,67,0.033,0.044,"[7.903, 4.816, -3.859, 8.207, -0.398, 3.263, -6.458, -9.556, 8.916, -7.24, -8.453, -6.688, 5.271]",Bored,0.09,9a30b6ce-934f-4ece-b182-6a4086753e60,Adult,Female,English
12.09,165.01,93,0.081,0.091,"[-9.376, -0.641, 5.273, 5.843, -7.479, 6.009, 9.358, 4.455, 3.453, -6.686, 3.923, 2.167, 0.013]",Neutral,0.0,64c08fca-9d8f-4e58-b4eb-ea4afc08894f,Child,Male,English
14.87,147.16,50,0.056,0.078,"[8.507, 6.287, 9.802, -2.741, -8.792, -6.11, 9.756, -4.039, -8.251, 0.076, 3.681, 7.754, -6.824]",Bored,-0.3,57ab8745-35cd-4334-99e8-8167ab55658f,Senior,Female,English
7.05,264.12,211,0.091,0.064,"[-4.945, -2.323, 8.351, 7.979, -6.003, -8.246, 2.581, -3.305, -1.355, -3.343, -4.584, -3.802, 9.416]",Excited,0.59,91cdcb03-e14c-4f34-bd93-f2c1e49794d3,Adult,Male,English
3.42,278.77,131,0.069,0.038,"[1.605, 1.024, 2.385, -2.697, -1.855, 0.543, 5.523, 0.666, -7.324, -9.06, 5.521, 2.861, -5.73]",Surprised,0.34,3255ffd2-f201-47c9-8ae6-3fcd0eec7570,Adult,Male,English
10.51,141.96,72,0.051,0.049,"[-1.336, 6.449, -0.258, 2.527, -0.584, 4.748, 5.429, -9.173, 8.55, 5.844, -8.736, -5.333, 1.222]",Bored,-0.22,b3fe7d7f-b969-4fdf-97aa-03fb2fd2b353,Child,Male,English
9.62,158.18,91,0.099,0.069,"[9.907, 8.402, -8.387, 0.964, -8.353, 5.266, -7.965, -3.447, 3.717, -8.831, -4.333, -2.325, 6.784]",Confused,0.1,d59b8085-d6b2-4773-a1e8-e1e45e45fc63,Senior,Male,English
8.11,259.09,209,0.074,0.082,"[-4.353, -4.067, 6.566, -0.861, 8.423, 1.221, -1.639, 8.918, -9.318, 8.5, -5.052, -8.842, 0.255]",Excited,0.73,a0fddf59-d978-4fba-ba52-fffda512cfc1,Child,Female,English
12.45,157.6,126,0.031,0.099,"[-2.473, -7.0, 6.01, 8.876, -0.32, -9.462, 5.094, -2.86, 2.454, 2.297, 2.715, 9.049, 6.948]",Calm,0.27,ca1aeb9c-daed-44c4-8239-85bed6ec7258,Adult,Female,English
5.89,204.55,170,0.09,0.047,"[2.858, 6.376, 2.575, 6.701, 8.756, 8.755, 8.733, -9.997, 3.317, -0.141, -9.308, -3.713, 3.176]",Happy,0.63,32f02979-5f76-4fea-8540-93487d2557ad,Senior,Female,English
11.98,266.71,211,0.089,0.018,"[-1.068, 3.258, 6.777, 1.119, 4.256, -1.27, -4.014, -8.477, -6.548, 5.004, -5.795, -1.755, -0.236]",Excited,0.85,af01fba0-f368-4b4c-a06d-c894972ceb22,Adult,Male,English
6.72,210.69,220,0.094,0.068,"[9.361, 2.464, 1.559, -0.26, 4.668, -0.672, 1.747, 2.895, -5.367, 2.185, -3.887, 2.675, -8.044]",Excited,0.73,e906f5b0-5f3f-48fe-9ef8-49874a801d0a,Child,Female,English
11.28,168.19,80,0.051,0.058,"[8.54, -8.682, 0.99, 0.941, -5.182, 7.856, 2.532, -9.318, 9.708, -1.574, 4.182, -6.136, 2.91]",Bored,-0.19,d43ad7d7-d983-47b6-8727-a86c087a8192,Adult,Female,English
17.1,104.53,62,0.054,0.051,"[-5.416, -4.42, 4.663, -0.311, 8.878, 8.129, -0.922, 2.079, -8.497, 6.709, -8.247, 2.714, -3.119]",Sad,-0.37,f6f001c9-fa04-44ac-9860-5e0265d8a918,Child,Female,English
16.37,121.99,62,0.066,0.071,"[7.085, 6.834, 5.551, 2.742, -8.358, 9.892, -0.212, -3.509, 6.408, -3.441, -5.023, 4.435, -7.634]",Bored,-0.17,916d3968-14c6-49b6-8d45-f1784be90632,Child,Female,English
8.96,194.1,136,0.064,0.035,"[7.201, 1.0, -1.946, 6.917, -9.853, 4.848, -0.614, -8.487, -4.746, -4.161, 7.795, -8.625, 5.616]",Happy,0.73,fe6ccff7-e11d-45be-83f6-65e30e37f2a4,Child,Male,English
6.23,269.52,157,0.035,0.068,"[-9.665, 2.085, 8.398, 7.293, 6.722, 3.314, 1.198, 2.62, -4.802, -0.239, 0.971, 4.205, 6.376]",Surprised,0.34,2765f9bd-b20c-4d7f-aa27-8376aa966dd3,Child,Female,English
8.46,223.68,152,0.049,0.055,"[-8.455, 6.93, 3.367, -3.327, 1.111, -7.435, -7.444, -0.435, -7.278, 6.926, -4.669, -2.15, 9.83]",Fearful,-0.53,c2df646a-2295-475c-b92a-41e7235862a3,Senior,Female,English
12.75,150.91,110,0.026,0.067,"[-6.079, -7.634, 5.674, -4.436, 1.414, 4.336, 0.908, -8.802, 5.455, -4.703, 7.878, -8.668, 8.485]",Calm,0.16,d0bc6b49-0b8e-4695-876b-de6ec1b95951,Senior,Male,English
5.52,208.4,161,0.035,0.052,"[2.389, 5.051, -5.673, -9.331, -8.596, -8.577, -1.265, 0.019, 9.254, 4.705, 8.858, 5.788, -6.914]",Happy,0.41,647c0096-a4ce-40db-9421-cec7aaa05532,Adult,Female,English
8.88,173.65,80,0.059,0.04,"[-1.288, -2.624, -0.059, 1.868, 7.829, 9.186, -2.882, -0.558, -7.4, 5.577, -1.636, -8.456, -8.12]",Confused,-0.25,8bdb1cf5-9680-41b5-a73d-6ebcb298a798,Child,Male,English
15.52,152.89,100,0.05,0.016,"[-4.871, 4.722, 8.811, 5.496, -3.909, -0.626, 7.583, -6.312, -4.45, -8.233, 0.981, 2.053, -4.227]",Calm,0.18,dec76704-aec3-43e5-8508-b126b43fd109,Child,Male,English
8.74,207.5,122,0.093,0.098,"[8.988, 8.616, 8.772, -7.508, -3.274, 1.622, 4.825, -1.771, 2.911, 1.012, -7.847, 3.515, -5.541]",Fearful,-0.47,046ba5b9-fbf6-44ed-9f6d-49a83573da3e,Adult,Male,English
5.5,276.12,181,0.074,0.091,"[-9.382, -9.947, 6.991, -7.558, -9.163, 2.803, -8.794, -5.264, 5.403, 4.129, -6.744, -8.897, -7.997]",Angry,-0.6,2a224d71-9517-4d2f-88a8-87ff071fc14e,Senior,Male,English
9.74,181.41,103,0.019,0.036,"[-9.241, 2.718, -4.362, -6.33, -0.029, 8.216, -1.463, 4.121, 8.34, -2.806, -9.417, -4.997, -8.748]",Confused,-0.13,b33092ea-17b8-41fd-b54b-03894f9bc249,Senior,Male,English
7.34,188.71,157,0.082,0.048,"[2.866, -5.277, 8.516, 0.456, 4.517, 8.368, 3.981, -0.026, 5.596, 0.967, -7.904, 2.715, -7.727]",Fearful,-0.47,4bbf27a0-fb00-45e8-af73-b3a444b12b0d,Senior,Male,English
7.82,342.88,172,0.012,0.013,"[-0.579, -4.213, 1.113, 1.245, -7.042, -5.402, -9.54, -5.42, 0.742, -0.56, -6.057, 2.51, 0.666]",Angry,-0.8,5881af9a-20ba-49d1-8ff2-566f088f35cd,Senior,Male,English
18.54,116.07,62,0.085,0.015,"[7.143, -1.172, 5.61, -5.344, -5.567, 0.26, -2.067, 2.702, -5.914, -0.374, -8.043, -5.263, 2.566]",Sad,-0.67,e04e5df9-ad9d-4466-a350-fc821abd0e2d,Adult,Male,English
17.74,160.15,116,0.08,0.054,"[6.945, -0.73, -0.799, 3.512, -2.359, -3.09, 0.983, 5.348, -6.368, 1.135, -3.122, -1.274, -4.772]",Calm,0.09,05fe6fe5-d08f-41cb-92a2-5385ad8d4686,Child,Male,English
10.44,131.71,64,0.04,0.042,"[-9.599, 2.317, 8.18, -0.043, 0.711, -4.26, 1.934, -5.145, 1.686, -9.93, -5.018, -0.312, 8.745]",Sad,-0.33,dc3c74b4-f0fc-4d6c-86ee-6a2fcf6ff233,Senior,Male,English
8.5,168.3,91,0.042,0.054,"[-7.094, -5.818, -8.423, 8.144, 6.688, -4.803, -2.545, -6.026, -2.277, -7.649, -4.019, -0.835, -3.529]",Confused,0.07,d494b554-c624-4f04-ab4e-c9369b07d034,Child,Female,English
6.89,275.87,197,0.06,0.035,"[-7.306, 6.386, 4.277, 6.87, 8.7, 7.528, 3.124, -9.918, -9.753, -3.589, 8.016, 2.989, 1.621]",Angry,-0.63,afb76fba-53eb-419c-88cf-34c7576c192b,Senior,Female,English
8.6,150.36,126,0.089,0.089,"[8.274, -8.024, 1.034, 2.303, 2.623, -7.815, 8.894, 2.133, -9.514, -7.356, 0.482, 7.982, -4.231]",Neutral,0.0,68b08c51-8059-4291-835b-276331b15e8e,Child,Male,English
6.56,238.52,166,0.052,0.095,"[-3.924, 3.037, 7.772, 6.331, 5.096, 6.916, -0.498, 3.329, 9.697, -0.049, 0.888, -0.445, -8.857]",Happy,0.37,1ef234b1-c01a-4bed-9d53-ef16353ca836,Child,Male,English
7.9,278.21,192,0.038,0.092,"[-2.301, 2.457, -0.46, 2.59, 5.429, 1.349, 3.571, 1.022, 7.375, 1.677, 3.59, -5.283, -5.005]",Angry,-0.56,1fe456b2-0cc4-4d09-b533-cab09a4bd3b0,Child,Male,English
6.62,264.98,135,0.056,0.012,"[-8.63, 5.595, -3.089, 3.103, 3.829, 5.204, -4.943, -3.476, 7.364, 7.326, -7.69, 6.018, -5.462]",Surprised,0.13,c6bda650-4fcb-4588-bcdd-a51767b7f902,Child,Female,English
16.84,126.27,67,0.052,0.097,"[-3.325, 1.17, 8.723, 9.773, 4.827, 0.511, -6.24, -3.219, 8.269, -8.169, -8.729, 9.747, -2.305]",Sad,-0.29,c201c9a7-b2ab-4b6f-b1c0-c709dc272517,Child,Female,English
9.36,168.74,113,0.073,0.018,"[-5.448, 1.252, -4.444, 5.755, 4.034, -7.979, -3.243, -2.841, 1.08, -3.16, 4.296, 8.792, -3.623]",Neutral,0.0,091ec968-eabd-45ec-bc21-c5f82745883d,Child,Female,English
13.01,175.02,121,0.049,0.095,"[-5.979, -1.849, -0.522, 5.398, 2.904, -2.388, -8.413, 3.591, 5.38, 7.949, -3.396, -1.978, 4.32]",Calm,0.03,8338608e-b80f-4c8f-99ed-30c4847cf7a7,Senior,Female,English
6.02,223.72,207,0.093,0.02,"[0.353, -4.401, -1.257, 4.761, -9.178, 9.63, -5.827, -7.508, 2.608, -1.362, -1.062, 2.754, -8.325]",Excited,0.75,76caf24b-e7df-425a-aa5a-f00a17a31acf,Senior,Male,English
5.32,300.92,199,0.028,0.015,"[5.948, -9.535, 4.403, -9.979, -5.671, 6.667, 5.42, -1.819, -7.938, 0.397, -2.213, -3.834, 9.586]",Angry,-0.81,80fd68ad-110e-49b6-8915-7713770d53e2,Child,Female,English
10.78,122.45,76,0.066,0.063,"[4.849, 6.888, -1.522, 9.033, 7.304, 9.268, 6.138, -9.613, 3.455, 1.341, 4.471, 7.17, -1.697]",Bored,-0.28,061e38df-fe0f-44f2-b480-3e0b40163057,Adult,Female,English
12.48,176.53,120,0.03,0.039,"[-1.48, 0.717, -7.797, 5.284, 5.553, 1.137, -7.504, 7.6, 3.115, 6.061, -0.8, -5.006, -4.311]",Neutral,0.0,39dc7e43-605c-4fa3-a6ca-2bd2f0a046d1,Child,Female,English
9.53,261.99,115,0.032,0.096,"[2.347, -0.251, -7.193, -2.793, -4.763, -3.702, -1.392, -9.827, 1.226, -3.839, 2.032, 4.058, 0.362]",Fearful,-0.44,54154735-50bd-4bb0-89dd-76b4eadfaa32,Senior,Male,English
10.03,193.36,97,0.06,0.06,"[3.031, -3.45, 0.05, 5.965, -5.335, 2.201, 4.802, 2.01, 3.859, -3.204, -8.221, -8.781, -5.297]",Confused,-0.25,7d005f65-35f7-470b-a346-c4c55fe180a1,Child,Male,English
11.99,222.42,190,0.042,0.072,"[-3.958, -1.917, 4.664, -2.453, -1.516, 6.18, -2.173, -8.052, -3.92, 5.198, 9.745, 8.371, -9.488]",Excited,0.82,dc3da616-96d0-40f7-a341-39bbf9c5d24b,Child,Male,English
8.29,303.62,177,0.063,0.088,"[-8.797, 3.251, -9.398, 7.637, 9.991, -7.779, -1.93, 7.906, -4.158, 8.702, 6.612, 2.909, 3.649]",Angry,-0.89,8e81f7b1-7682-4f96-994d-d5778b7c88c3,Adult,Female,English
15.33,160.21,66,0.023,0.075,"[-9.434, 2.369, -8.153, 2.018, -5.397, 0.369, -0.795, 4.883, -1.897, 6.035, -6.181, 3.756, -4.449]",Bored,-0.27,98ae05da-9c9c-4a5f-8faa-da5210638c9a,Child,Male,English
13.03,134.5,54,0.035,0.064,"[-6.825, 3.568, 6.152, -2.473, 7.526, 0.411, -3.248, -1.527, -6.044, -3.906, 3.414, 0.735, -7.186]",Bored,-0.27,a48b4286-65ec-4f4a-b394-f05338dca78a,Child,Male,English
11.42,147.73,68,0.081,0.012,"[0.714, 5.952, -9.442, -1.908, 6.343, -1.569, -4.233, 7.981, 4.797, -3.539, -0.782, 5.262, 7.299]",Sad,-0.31,afbef1af-275a-4044-be75-da033446913a,Adult,Male,English
10.66,176.94,116,0.067,0.052,"[8.005, -1.676, -6.041, 1.152, 6.094, -3.259, -9.864, 6.218, -2.571, -3.031, 2.279, -6.7, 2.297]",Neutral,0.0,a7fc524a-fa7f-459b-8b96-0fe0c0662818,Senior,Female,English
11.19,320.47,162,0.013,0.092,"[1.359, 7.697, -8.637, 5.594, 4.598, -5.934, -5.684, -4.751, -4.124, -8.539, -9.143, -0.941, 8.813]",Angry,-0.67,6dbbefe9-d08b-47c1-88dc-fe0057311fb6,Child,Male,English
15.49,114.64,78,0.068,0.086,"[0.481, -7.589, 0.586, 6.153, -7.821, -9.942, 9.185, -8.053, 7.239, -8.507, 5.907, 6.487, -0.155]",Sad,-0.25,da1adfd2-034c-4150-8ab7-7c20eef3a66f,Child,Female,English
10.12,164.88,108,0.082,0.088,"[4.156, -3.349, 3.229, -6.726, -4.347, -7.094, 5.676, -6.541, -5.735, -5.326, -5.439, -8.789, 1.535]",Neutral,0.0,58c24801-df96-4f48-bd7f-157e1c7c337a,Senior,Female,English
11.27,120.2,85,0.048,0.054,"[-9.172, -9.874, 0.08, -6.645, 2.677, -9.738, -4.313, -4.711, -4.262, -1.723, -5.301, 2.268, -9.897]",Sad,-0.6,0a7ed578-a2e2-44d4-a4f4-f51858670500,Adult,Male,English
14.67,151.24,110,0.068,0.09,"[5.47, -7.257, -5.542, 9.726, -7.268, -5.54, -8.719, -3.236, -5.208, -4.269, -9.124, 4.178, -9.197]",Confused,-0.17,be701750-7d97-4982-b591-bda6fbe429a6,Child,Male,English
11.51,164.91,99,0.079,0.012,"[-8.981, -7.739, -0.682, 2.634, -5.336, -1.841, -5.181, 4.838, 6.887, -2.444, 7.984, 5.989, -8.869]",Neutral,0.0,7c49c1a0-a0f3-4171-b59f-7fc986caf4d5,Senior,Female,English
7.08,245.59,128,0.076,0.061,"[9.261, -2.385, -0.486, 1.701, 7.887, 3.243, 5.017, -9.527, -8.318, -9.282, -6.795, 8.976, -8.397]",Happy,0.37,645d7e67-2c47-4428-b0d2-07e47b86c838,Child,Male,English
5.63,219.29,138,0.03,0.036,"[-6.796, -7.888, 4.197, -5.692, -3.049, -4.078, 3.222, 9.881, 3.313, 3.996, 4.343, 6.373, 9.583]",Happy,0.72,3f29b2d7-e44a-4d8f-b9f2-fc2158516f40,Child,Female,English
9.94,241.89,167,0.025,0.07,"[0.299, 3.504, -8.172, 3.356, 0.975, -8.221, -2.981, 1.47, 8.143, -8.184, 1.575, 0.625, 7.448]",Happy,0.68,11a6911c-5d5a-4932-ae1e-3f07f3a70ccb,Child,Male,English
7.85,235.5,135,0.019,0.026,"[-1.088, -0.285, 8.656, -0.053, -5.78, -2.407, -3.533, 3.887, 0.623, 7.828, -1.425, 3.977, -0.291]",Surprised,0.4,22c153d8-b359-4e06-81b3-4f7249651b9c,Senior,Female,English
14.99,145.22,85,0.032,0.092,"[-8.101, -2.62, 3.064, 0.77, -3.705, -9.695, -4.731, 0.079, -7.336, -1.954, 3.687, -5.042, -3.889]",Sad,-0.38,37b7d6ef-c558-4565-82c4-736589734b78,Child,Male,English
6.18,198.74,165,0.073,0.081,"[8.967, -1.36, 2.553, 3.739, -7.944, -6.839, 2.899, 4.419, -0.275, 9.984, -3.645, -5.668, -6.332]",Happy,0.47,281e1c2d-dc1e-453b-b14a-2189b81108ce,Senior,Male,English
13.38,125.39,55,0.042,0.018,"[2.788, 5.366, 3.653, 1.114, -5.283, -3.956, 8.146, 9.998, 4.328, 8.918, 9.453, 6.406, -0.997]",Bored,-0.08,f16cd22b-9b86-431f-89b8-234a911f4bd0,Senior,Male,English
15.67,179.93,127,0.084,0.085,"[0.773, -1.423, -5.289, 0.166, 2.696, -7.043, -4.002, 2.731, 2.408, -1.398, 0.342, -0.881, 2.915]",Calm,0.26,045f7bbb-21a5-4889-ac03-ee324bec886f,Child,Male,English
5.1,185.49,168,0.012,0.025,"[-4.34, 0.266, 1.349, -6.325, 1.295, -0.849, -4.581, 7.628, -9.954, 9.57, -2.912, 8.586, 7.263]",Happy,0.5,0fe8f8fe-12b0-49b2-9cb3-4687d31244ae,Senior,Male,English
11.33,165.77,79,0.064,0.051,"[-2.984, 0.696, -8.722, 1.203, 1.269, -1.89, -8.805, -9.677, -9.209, 1.767, -1.229, -9.027, -7.721]",Confused,-0.32,e1b3595b-46b9-4a92-826b-0bd461800ad2,Adult,Female,English
10.67,147.98,53,0.094,0.061,"[-2.011, 1.491, -4.365, 7.679, 4.686, -4.813, 2.38, 9.802, 8.402, -7.249, -8.146, -9.766, 6.962]",Bored,0.08,7b603760-4738-45ec-a1d9-b99a0f650228,Child,Female,English
17.65,108.74,89,0.061,0.062,"[9.209, -8.634, -5.889, -3.265, -7.591, -6.928, -4.216, -8.754, -0.398, -1.066, -7.903, -5.08, -5.767]",Sad,-0.49,55d8e118-1f45-4c25-816a-a369021537d4,Child,Female,English
6.45,276.95,142,0.06,0.042,"[-2.214, 7.174, -8.152, -1.514, 3.973, 4.757, -8.669, -5.892, -3.14, -8.625, 0.471, -7.047, -2.509]",Surprised,0.31,49a7bd0f-03f4-4afd-8214-c2dbb70554db,Senior,Female,English
12.42,160.07,50,0.046,0.066,"[-3.579, -6.354, 8.954, -7.698, 8.842, -5.387, 8.052, -3.804, 1.16, 1.897, -9.187, -3.052, -2.27]",Bored,0.07,cb819335-c0ea-47bf-892d-522d704449fb,Senior,Female,English
9.04,269.95,158,0.07,0.06,"[5.533, -2.166, 9.965, 7.016, -9.636, 2.342, 7.845, -3.365, -6.353, 0.606, -1.95, 6.485, 3.057]",Angry,-0.78,b249eeed-af66-4f0a-8548-2698902a42d2,Adult,Female,English
11.27,247.38,172,0.031,0.077,"[-5.51, -4.612, -2.993, -4.102, 4.739, -9.422, 4.57, -5.094, -5.483, 9.188, 8.812, 9.668, 0.301]",Excited,0.84,f7e69ead-b7a2-4e50-974a-4504d7abd910,Adult,Female,English
11.89,287.72,158,0.045,0.047,"[-7.988, 9.609, -4.037, 1.186, -5.204, -6.136, -0.585, 7.12, -9.704, 9.391, -4.708, 8.493, 6.911]",Angry,-0.73,327cb2f5-3bfa-4a50-8547-773c149ea468,Adult,Female,English
7.6,215.81,140,0.034,0.018,"[-8.613, 1.922, -6.196, -9.552, -4.875, -9.557, -3.619, -7.085, 7.505, -4.348, 5.575, 9.132, -0.028]",Happy,0.75,adf443af-2baf-4236-9a8d-ee177fc46783,Child,Female,English
7.35,260.08,150,0.097,0.082,"[-8.16, 1.518, 5.977, 2.229, -7.82, 5.502, 1.461, -3.973, 5.992, -0.763, -3.335, -2.736, -4.597]",Surprised,0.18,12b9b00d-18e9-44d2-8c30-d21abe25eb9f,Child,Male,English
12.28,155.53,56,0.073,0.019,"[0.903, -9.374, -0.675, 1.473, 5.289, 7.838, -9.383, -0.582, 1.82, 6.13, -1.738, -9.174, 3.394]",Bored,-0.1,2644dabc-91f2-4e14-9c49-a43a86d4c1ab,Senior,Female,English
6.16,315.3,174,0.029,0.024,"[-8.659, 5.731, 2.687, -7.037, -6.489, 7.876, 1.703, 6.211, -8.756, 4.728, -1.567, 2.653, 9.297]",Angry,-0.7,851c3a87-340c-4731-ace7-a3f641d24b90,Child,Male,English
